flavor,mass_GeV,boundary,baseline_u2,baseline_open,item,classification,scenario_low_shift_pct,scenario_high_shift_pct,low_boundary_exists,high_boundary_exists,note
Umu,0.65,upper,,True,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,,,False,False,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Umu,0.65,lower,1.5214084959705457e-07,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,0.0004436479966507534,-0.0004436386669137704,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Umu,0.65,upper,,True,flat_ew_kfactor_and_wz_mixture,literature-informed range,,,False,False,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Umu,0.65,lower,1.5214084959705457e-07,False,induced_tau_branching_inputs,literature-informed range,0.02617740430110871,-0.026144965569785406,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Umu,0.65,upper,,True,induced_tau_branching_inputs,literature-informed range,,,False,False,Aggregate central-value uncertainty proxy; source correlations absent.
Umu,0.65,lower,1.5214084959705457e-07,False,visible_branching_fraction,literature-informed range,5.461473056144772,-4.745453983696823,True,True,Scale all yields by 0.9-1.1.
Umu,0.65,upper,,True,visible_branching_fraction,literature-informed range,,,False,False,Scale all yields by 0.9-1.1.
Umu,0.65,lower,1.5214084959705457e-07,False,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,0.0,0.0,True,True,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Umu,0.65,upper,,True,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,,,False,False,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Umu,0.65,lower,1.5214084959705457e-07,False,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,0.0,-3.4532032788803235e-08,True,True,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=1.521e-05."
Umu,0.65,upper,,True,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,,,False,False,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=1.521e-05."
Umu,0.65,lower,1.5214084959705457e-07,False,csv_8_digit_serialization,quantitatively dismissed by rounding bound,1.069584092405762e-05,-1.0695835295226885e-05,True,True,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Umu,0.65,upper,,True,csv_8_digit_serialization,quantitatively dismissed by rounding bound,,,False,False,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Umu,0.65,lower,1.5214084959705457e-07,False,integrated_luminosity,"direct normalization, assumed 1.5%",0.8177292060026486,-0.7872179459190498,True,True,HL-LHC luminosity calibration scenario.
Umu,0.65,upper,,True,integrated_luminosity,"direct normalization, assumed 1.5%",,,False,False,HL-LHC luminosity calibration scenario.
Umu,0.65,lower,1.5214084959705457e-07,False,detector_reconstruction_efficiency,unknowable; efficiency scenario,41.26869180044792,0.0,True,True,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Umu,0.65,upper,,True,detector_reconstruction_efficiency,unknowable; efficiency scenario,,,False,False,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Umu,0.65,lower,1.5214084959705457e-07,False,nonzero_background_threshold,direct threshold response; background unknowable,29.11389016882726,82.38918136410773,True,True,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Umu,0.65,upper,,True,nonzero_background_threshold,direct threshold response; background unknowable,,,False,False,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Umu,0.65,lower,1.5214084959705457e-07,False,production_mc_statistical,directly calculable now,3.6148518347769,-3.1708414743180646,True,True,Approximate 1-sigma accepted-yield error=6.411%.
Umu,0.65,lower,1.5214084959705457e-07,False,current_code_rerun_proxy,direct code calculation; finite-MC proxy,-2.1069353104304356,-2.1069353104304356,True,True,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Umu,0.65,upper,,True,current_code_rerun_proxy,direct code calculation; finite-MC proxy,,,False,False,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Umu,0.65,lower,1.5214084959705457e-07,False,hnl_lifetime_width,physics-scaling proxy,-10.557280900008415,9.544511501033215,True,True,"ctau x[0.8,1.2]; local dlnN/dlnU2=1.935."
Umu,0.65,lower,1.5214084959705457e-07,False,visible_decay_topology_acceptance,unknowable; acceptance scenario,19.60020196879986,-12.318430680737114,True,True,Proxy for replacing the isotropic e+e- two-body acceptance with channel-complete visible decays and HNL polarization.
Umu,0.65,upper,,True,visible_decay_topology_acceptance,unknowable; acceptance scenario,,,False,False,Proxy for replacing the isotropic e+e- two-body acceptance with channel-complete visible decays and HNL polarization.
Umu,0.675,lower,1.3406781408158883e-07,False,fonll_charm_scale_pdf,literature-informed range,21.561534405843986,-15.735683262903278,True,True,Scale D-meson production by 0.6-1.5; scale the induced-tau channel by the 57.4% charm-source fraction of the current tau pool. Literature-informed envelope pending actual seven-point/PDF grids.
Umu,0.675,upper,,True,fonll_charm_scale_pdf,literature-informed range,,,False,False,Scale D-meson production by 0.6-1.5; scale the induced-tau channel by the 57.4% charm-source fraction of the current tau pool. Literature-informed envelope pending actual seven-point/PDF grids.
Umu,0.675,lower,1.3406781408158883e-07,False,fonll_bottom_scale_pdf,literature-informed range,3.2476826894207056,-2.8408377683906694,True,True,Scale B-meson production by 0.7-1.3 and the bottom-source share of induced taus. Literature-informed envelope pending actual grids.
Umu,0.675,upper,,True,fonll_bottom_scale_pdf,literature-informed range,,,False,False,Scale B-meson production by 0.7-1.3 and the bottom-source share of induced taus. Literature-informed envelope pending actual grids.
Umu,0.675,lower,1.3406781408158883e-07,False,missing_charm_baryon_channels,proxy/reweight estimate,-5.629728638876452,-15.713941915572526,True,True,Add 15-50% of the D-meson accepted yield as a proxy for omitted Lambda_c/Xi_c HNL production. The range is not a calculation.
Umu,0.675,upper,,True,missing_charm_baryon_channels,proxy/reweight estimate,,,False,False,Add 15-50% of the D-meson accepted yield as a proxy for omitted Lambda_c/Xi_c HNL production. The range is not a calculation.
Umu,0.675,lower,1.3406781408158883e-07,False,bc_spectrum_and_normalization,unknowable; factor scenario,0.005596462857071494,-0.011188479274237828,True,True,Scale Bc by 0.5-2.0. This is a scenario because neither its 14 TeV normalization nor its borrowed spectrum is validated.
Umu,0.675,upper,,True,bc_spectrum_and_normalization,unknowable; factor scenario,,,False,False,Scale Bc by 0.5-2.0. This is a scenario because neither its 14 TeV normalization nor its borrowed spectrum is validated.
Umu,0.675,lower,1.3406781408158883e-07,False,kaon_spectrum_and_normalization,unknowable; factor scenario,0.0,0.0,True,True,Scale K production by 0.5-2.0. This is a scenario because the current Tsallis/Gaussian spectrum and 300 mb normalization are not data-derived.
Umu,0.675,upper,,True,kaon_spectrum_and_normalization,unknowable; factor scenario,,,False,False,Scale K production by 0.5-2.0. This is a scenario because the current Tsallis/Gaussian spectrum and 300 mb normalization are not data-derived.
Umu,0.675,lower,1.3406781408158883e-07,False,missing_neutral_kaon_production,unknowable; additive proxy,0.0,0.0,True,True,"Add 5-50% of the charged-kaon accepted yield below the K0 semileptonic endpoint as a K0S/K0L production proxy. Neutral-kaon flux and transport are absent, so this is one-sided and not a calculation."
Umu,0.675,upper,,True,missing_neutral_kaon_production,unknowable; additive proxy,,,False,False,"Add 5-50% of the charged-kaon accepted yield below the K0 semileptonic endpoint as a K0S/K0L production proxy. Neutral-kaon flux and transport are absent, so this is one-sided and not a calculation."
Umu,0.675,lower,1.3406781408158883e-07,False,charged_kaon_parent_transport,unknowable; transport scenario,0.0,0.0,True,True,Retain 10-70% of the current charged-kaon yield as a parent-flight/magnetic-bending/material-survival scenario. The present code decays every kaon at the IP and therefore cannot determine this correction.
Umu,0.675,upper,,True,charged_kaon_parent_transport,unknowable; transport scenario,,,False,False,Retain 10-70% of the current charged-kaon yield as a parent-flight/magnetic-bending/material-survival scenario. The present code decays every kaon at the IP and therefore cannot determine this correction.
Umu,0.675,lower,1.3406781408158883e-07,False,legacy_direct_form_factors,code-audit envelope,28.993531375473204,-16.97693741953398,True,True,"Scale direct B/D/Bc rates by 0.6-1.45, matching the size of the code-level SM-limit normalization discrepancies found in the audited channels."
Umu,0.675,upper,,True,legacy_direct_form_factors,code-audit envelope,,,False,False,"Scale direct B/D/Bc rates by 0.6-1.45, matching the size of the code-level SM-limit normalization discrepancies found in the audited channels."
Umu,0.675,lower,1.3406781408158883e-07,False,fragmentation_fraction_extrapolation,literature-informed range,8.324404486114068,-6.731754423792968,True,True,Scale B/D channels by 0.85-1.15 for acceptance extrapolation and fraction uncertainty; this does not replace differential fragmentation inputs.
Umu,0.675,upper,,True,fragmentation_fraction_extrapolation,literature-informed range,,,False,False,Scale B/D channels by 0.85-1.15 for acceptance extrapolation and fraction uncertainty; this does not replace differential fragmentation inputs.
Umu,0.675,lower,1.3406781408158883e-07,False,production_spin_and_residual_angles,proxy/reweight estimate,8.35042988999406,-6.74755480765975,True,True,"Scale all analytic hadron/tau channels by 0.85-1.15 as an acceptance proxy for omitted multidimensional correlations. Tau two-body decays use a fixed longitudinal asymmetry parameter, not an event-level true helicity model."
Umu,0.675,upper,,True,production_spin_and_residual_angles,proxy/reweight estimate,,,False,False,"Scale all analytic hadron/tau channels by 0.85-1.15 as an acceptance proxy for omitted multidimensional correlations. Tau two-body decays use a fixed longitudinal asymmetry parameter, not an event-level true helicity model."
Umu,0.675,lower,1.3406781408158883e-07,False,missing_tau_multihadron_modes,proxy/reweight estimate,-0.0069051788191831776,-0.03450333630442559,True,True,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Umu,0.675,upper,,True,missing_tau_multihadron_modes,proxy/reweight estimate,,,False,False,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Umu,0.675,lower,1.3406781408158883e-07,False,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,-4.338791723410241,-14.388375843117785,True,True,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Umu,0.675,upper,,True,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,,,False,False,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Umu,0.675,lower,1.3406781408158883e-07,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,0.0004232524381198033,-0.00042324395679305127,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Umu,0.675,upper,,True,flat_ew_kfactor_and_wz_mixture,literature-informed range,,,False,False,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Umu,0.675,lower,1.3406781408158883e-07,False,induced_tau_branching_inputs,literature-informed range,0.02063756351691204,-0.0206174208522647,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Umu,0.675,upper,,True,induced_tau_branching_inputs,literature-informed range,,,False,False,Aggregate central-value uncertainty proxy; source correlations absent.
Umu,0.675,lower,1.3406781408158883e-07,False,visible_branching_fraction,literature-informed range,5.449553862618028,-4.752554011251253,True,True,Scale all yields by 0.9-1.1.
Umu,0.675,upper,,True,visible_branching_fraction,literature-informed range,,,False,False,Scale all yields by 0.9-1.1.
Umu,0.675,lower,1.3406781408158883e-07,False,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,0.0,0.0,True,True,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Umu,0.675,upper,,True,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,,,False,False,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Umu,0.675,lower,1.3406781408158883e-07,False,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,0.0,-3.627875777567624e-08,True,True,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=1.640e-05."
Umu,0.675,upper,,True,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,,,False,False,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=1.640e-05."
Umu,0.675,lower,1.3406781408158883e-07,False,csv_8_digit_serialization,quantitatively dismissed by rounding bound,1.0712239806309753e-05,-1.0712234188581249e-05,True,True,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Umu,0.675,upper,,True,csv_8_digit_serialization,quantitatively dismissed by rounding bound,,,False,False,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Umu,0.675,lower,1.3406781408158883e-07,False,integrated_luminosity,"direct normalization, assumed 1.5%",0.8189880671938043,-0.7884201367394872,True,True,HL-LHC luminosity calibration scenario.
Umu,0.675,upper,,True,integrated_luminosity,"direct normalization, assumed 1.5%",,,False,False,HL-LHC luminosity calibration scenario.
Umu,0.675,lower,1.3406781408158883e-07,False,detector_reconstruction_efficiency,unknowable; efficiency scenario,41.26114092647535,0.0,True,True,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Umu,0.675,upper,,True,detector_reconstruction_efficiency,unknowable; efficiency scenario,,,False,False,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Umu,0.675,lower,1.3406781408158883e-07,False,nonzero_background_threshold,direct threshold response; background unknowable,29.11428418785622,82.38007034343117,True,True,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Umu,0.675,upper,,True,nonzero_background_threshold,direct threshold response; background unknowable,,,False,False,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Umu,0.675,lower,1.3406781408158883e-07,False,production_mc_statistical,directly calculable now,3.60590720338112,-3.1808221380347335,True,True,Approximate 1-sigma accepted-yield error=6.423%.
Umu,0.675,lower,1.3406781408158883e-07,False,current_code_rerun_proxy,direct code calculation; finite-MC proxy,-3.467557721032466,-3.467557721032466,True,True,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Umu,0.675,upper,,True,current_code_rerun_proxy,direct code calculation; finite-MC proxy,,,False,False,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Umu,0.675,lower,1.3406781408158883e-07,False,hnl_lifetime_width,physics-scaling proxy,-10.557280900008415,9.544511501033215,True,True,"ctau x[0.8,1.2]; local dlnN/dlnU2=1.934."
Umu,0.675,lower,1.3406781408158883e-07,False,visible_decay_topology_acceptance,unknowable; acceptance scenario,19.586494606079373,-12.319048511950326,True,True,Proxy for replacing the isotropic e+e- two-body acceptance with channel-complete visible decays and HNL polarization.
Umu,0.675,upper,,True,visible_decay_topology_acceptance,unknowable; acceptance scenario,,,False,False,Proxy for replacing the isotropic e+e- two-body acceptance with channel-complete visible decays and HNL polarization.
Umu,0.7,lower,1.2300425624800578e-07,False,fonll_charm_scale_pdf,literature-informed range,21.395024538226657,-15.81526063066101,True,True,Scale D-meson production by 0.6-1.5; scale the induced-tau channel by the 57.4% charm-source fraction of the current tau pool. Literature-informed envelope pending actual seven-point/PDF grids.
Umu,0.7,upper,,True,fonll_charm_scale_pdf,literature-informed range,,,False,False,Scale D-meson production by 0.6-1.5; scale the induced-tau channel by the 57.4% charm-source fraction of the current tau pool. Literature-informed envelope pending actual seven-point/PDF grids.
Umu,0.7,lower,1.2300425624800578e-07,False,fonll_bottom_scale_pdf,literature-informed range,2.7210168542128876,-2.7547190466179816,True,True,Scale B-meson production by 0.7-1.3 and the bottom-source share of induced taus. Literature-informed envelope pending actual grids.
Umu,0.7,upper,,True,fonll_bottom_scale_pdf,literature-informed range,,,False,False,Scale B-meson production by 0.7-1.3 and the bottom-source share of induced taus. Literature-informed envelope pending actual grids.
Umu,0.7,lower,1.2300425624800578e-07,False,missing_charm_baryon_channels,proxy/reweight estimate,-5.808457762001251,-15.791873772839327,True,True,Add 15-50% of the D-meson accepted yield as a proxy for omitted Lambda_c/Xi_c HNL production. The range is not a calculation.
Umu,0.7,upper,,True,missing_charm_baryon_channels,proxy/reweight estimate,,,False,False,Add 15-50% of the D-meson accepted yield as a proxy for omitted Lambda_c/Xi_c HNL production. The range is not a calculation.
Umu,0.7,lower,1.2300425624800578e-07,False,bc_spectrum_and_normalization,unknowable; factor scenario,0.0048205411789625785,-0.009637284937646928,True,True,Scale Bc by 0.5-2.0. This is a scenario because neither its 14 TeV normalization nor its borrowed spectrum is validated.
Umu,0.7,upper,,True,bc_spectrum_and_normalization,unknowable; factor scenario,,,False,False,Scale Bc by 0.5-2.0. This is a scenario because neither its 14 TeV normalization nor its borrowed spectrum is validated.
Umu,0.7,lower,1.2300425624800578e-07,False,kaon_spectrum_and_normalization,unknowable; factor scenario,0.0,0.0,True,True,Scale K production by 0.5-2.0. This is a scenario because the current Tsallis/Gaussian spectrum and 300 mb normalization are not data-derived.
Umu,0.7,upper,,True,kaon_spectrum_and_normalization,unknowable; factor scenario,,,False,False,Scale K production by 0.5-2.0. This is a scenario because the current Tsallis/Gaussian spectrum and 300 mb normalization are not data-derived.
Umu,0.7,lower,1.2300425624800578e-07,False,missing_neutral_kaon_production,unknowable; additive proxy,0.0,0.0,True,True,"Add 5-50% of the charged-kaon accepted yield below the K0 semileptonic endpoint as a K0S/K0L production proxy. Neutral-kaon flux and transport are absent, so this is one-sided and not a calculation."
Umu,0.7,upper,,True,missing_neutral_kaon_production,unknowable; additive proxy,,,False,False,"Add 5-50% of the charged-kaon accepted yield below the K0 semileptonic endpoint as a K0S/K0L production proxy. Neutral-kaon flux and transport are absent, so this is one-sided and not a calculation."
Umu,0.7,lower,1.2300425624800578e-07,False,charged_kaon_parent_transport,unknowable; transport scenario,0.0,0.0,True,True,Retain 10-70% of the current charged-kaon yield as a parent-flight/magnetic-bending/material-survival scenario. The present code decays every kaon at the IP and therefore cannot determine this correction.
Umu,0.7,upper,,True,charged_kaon_parent_transport,unknowable; transport scenario,,,False,False,Retain 10-70% of the current charged-kaon yield as a parent-flight/magnetic-bending/material-survival scenario. The present code decays every kaon at the IP and therefore cannot determine this correction.
Umu,0.7,lower,1.2300425624800578e-07,False,legacy_direct_form_factors,code-audit envelope,28.99377095431246,-17.130440169377835,True,True,"Scale direct B/D/Bc rates by 0.6-1.45, matching the size of the code-level SM-limit normalization discrepancies found in the audited channels."
Umu,0.7,upper,,True,legacy_direct_form_factors,code-audit envelope,,,False,False,"Scale direct B/D/Bc rates by 0.6-1.45, matching the size of the code-level SM-limit normalization discrepancies found in the audited channels."
Umu,0.7,lower,1.2300425624800578e-07,False,fragmentation_fraction_extrapolation,literature-informed range,8.226963377042761,-6.987639972308601,True,True,Scale B/D channels by 0.85-1.15 for acceptance extrapolation and fraction uncertainty; this does not replace differential fragmentation inputs.
Umu,0.7,upper,,True,fragmentation_fraction_extrapolation,literature-informed range,,,False,False,Scale B/D channels by 0.85-1.15 for acceptance extrapolation and fraction uncertainty; this does not replace differential fragmentation inputs.
Umu,0.7,lower,1.2300425624800578e-07,False,production_spin_and_residual_angles,proxy/reweight estimate,8.255047699195384,-7.004658499838612,True,True,"Scale all analytic hadron/tau channels by 0.85-1.15 as an acceptance proxy for omitted multidimensional correlations. Tau two-body decays use a fixed longitudinal asymmetry parameter, not an event-level true helicity model."
Umu,0.7,upper,,True,production_spin_and_residual_angles,proxy/reweight estimate,,,False,False,"Scale all analytic hadron/tau channels by 0.85-1.15 as an acceptance proxy for omitted multidimensional correlations. Tau two-body decays use a fixed longitudinal asymmetry parameter, not an event-level true helicity model."
Umu,0.7,lower,1.2300425624800578e-07,False,missing_tau_multihadron_modes,proxy/reweight estimate,-0.005768971046948845,-0.02882673074157127,True,True,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Umu,0.7,upper,,True,missing_tau_multihadron_modes,proxy/reweight estimate,,,False,False,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Umu,0.7,lower,1.2300425624800578e-07,False,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,-4.4057298741199125,-14.341705049605459,True,True,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Umu,0.7,upper,,True,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,,,False,False,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Umu,0.7,lower,1.2300425624800578e-07,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,0.00034991278867746445,-0.0003499061155487482,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Umu,0.7,upper,,True,flat_ew_kfactor_and_wz_mixture,literature-informed range,,,False,False,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Umu,0.7,lower,1.2300425624800578e-07,False,induced_tau_branching_inputs,literature-informed range,0.017248217473153638,-0.017232021096669214,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Umu,0.7,upper,,True,induced_tau_branching_inputs,literature-informed range,,,False,False,Aggregate central-value uncertainty proxy; source correlations absent.
Umu,0.7,lower,1.2300425624800578e-07,False,visible_branching_fraction,literature-informed range,5.121280083510138,-4.849265228423716,True,True,Scale all yields by 0.9-1.1.
Umu,0.7,upper,,True,visible_branching_fraction,literature-informed range,,,False,False,Scale all yields by 0.9-1.1.
Umu,0.7,lower,1.2300425624800578e-07,False,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,0.0,0.0,True,True,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Umu,0.7,upper,,True,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,,,False,False,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Umu,0.7,lower,1.2300425624800578e-07,False,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,0.0,-3.296957151732727e-08,True,True,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=1.764e-05."
Umu,0.7,upper,,True,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,,,False,False,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=1.764e-05."
Umu,0.7,lower,1.2300425624800578e-07,False,csv_8_digit_serialization,quantitatively dismissed by rounding bound,8.990020594623616e-06,-8.990016109322596e-06,True,True,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Umu,0.7,upper,,True,csv_8_digit_serialization,quantitatively dismissed by rounding bound,,,False,False,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Umu,0.7,lower,1.2300425624800578e-07,False,integrated_luminosity,"direct normalization, assumed 1.5%",0.686867346034381,-0.6620855563562067,True,True,HL-LHC luminosity calibration scenario.
Umu,0.7,upper,,True,integrated_luminosity,"direct normalization, assumed 1.5%",,,False,False,HL-LHC luminosity calibration scenario.
Umu,0.7,lower,1.2300425624800578e-07,False,detector_reconstruction_efficiency,unknowable; efficiency scenario,41.26189455137048,0.0,True,True,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Umu,0.7,upper,,True,detector_reconstruction_efficiency,unknowable; efficiency scenario,,,False,False,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Umu,0.7,lower,1.2300425624800578e-07,False,nonzero_background_threshold,direct threshold response; background unknowable,29.09466843188131,82.39621939323281,True,True,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Umu,0.7,upper,,True,nonzero_background_threshold,direct threshold response; background unknowable,,,False,False,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Umu,0.7,lower,1.2300425624800578e-07,False,production_mc_statistical,directly calculable now,3.104229496847921,-3.1212837265088944,True,True,Approximate 1-sigma accepted-yield error=6.368%.
Umu,0.7,lower,1.2300425624800578e-07,False,current_code_rerun_proxy,direct code calculation; finite-MC proxy,-2.251303606785071,-2.251303606785071,True,True,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Umu,0.7,upper,,True,current_code_rerun_proxy,direct code calculation; finite-MC proxy,,,False,False,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Umu,0.7,lower,1.2300425624800578e-07,False,hnl_lifetime_width,physics-scaling proxy,-10.557280900008415,9.544511501033215,True,True,"ctau x[0.8,1.2]; local dlnN/dlnU2=2.035."
